-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/15/2014 through 04/15/2024 
Location: Latitude  21.1575   Longitude 79.0818 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 282.6 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,PS,WS10M
2017,11,3,28.53,16.73,0.0,70.88,98.01,1.94
2017,11,4,27.71,14.38,0.0,76.44,98.13,2.78
2017,11,5,28.18,14.33,0.0,70.06,98.18,2.49
2017,11,6,28.9,14.5,0.0,75.06,98.18,2.33
2017,11,7,29.44,15.55,0.0,71.12,98.17,2.02
2017,11,8,29.26,16.7,0.0,69.81,98.14,1.59
2017,11,9,28.87,16.8,0.0,67.0,98.04,1.11
2017,11,10,29.05,15.33,0.0,66.0,98.08,2.03
2017,11,11,28.83,13.87,0.0,64.19,98.11,1.96
2017,11,12,28.53,13.36,0.0,66.94,97.97,2.24
2017,11,13,28.31,13.58,0.0,70.38,97.83,2.28
2017,11,14,30.01,15.01,0.0,75.0,97.73,2.28
2017,11,15,29.6,19.58,0.0,77.06,97.75,3.07
2017,11,16,29.94,17.82,0.0,76.75,97.8,2.76
2017,11,17,30.14,18.73,0.03,75.5,97.84,2.02
2017,11,18,31.3,18.2,0.01,71.31,97.93,1.41
2017,11,19,30.86,17.99,0.0,68.88,98.05,1.4
2017,11,20,31.23,18.17,0.0,68.81,98.13,2.55
2017,11,21,31.4,17.44,0.13,70.19,98.07,2.38
2017,11,22,30.52,18.07,0.05,72.62,97.98,1.77
2017,11,23,29.96,17.49,0.01,71.38,97.94,2.05
2017,11,24,29.76,15.46,0.0,66.31,98.13,2.22
2017,11,25,29.99,12.61,0.0,56.25,98.23,2.57
2017,11,26,29.51,11.37,0.0,56.06,98.34,1.82
2017,11,27,29.55,10.99,0.0,54.06,98.16,2.08
2017,11,28,29.71,12.36,0.0,54.88,98.14,1.73
2017,11,29,29.01,10.89,0.0,60.69,98.27,2.02
2017,11,30,29.01,11.6,0.0,59.5,98.2,1.88
2017,12,1,29.5,11.62,0.0,63.94,98.15,2.65
2017,12,2,28.8,11.51,0.0,65.25,98.24,2.87
2017,12,3,28.37,11.35,0.0,62.12,98.24,2.43
2017,12,4,28.16,10.08,0.0,63.25,98.11,2.12
2017,12,5,28.37,10.76,0.0,66.88,98.01,2.81
2017,12,6,28.5,12.04,0.0,66.38,97.96,2.24
2017,12,7,30.63,13.91,0.0,63.31,97.98,2.58
2017,12,8,30.84,14.51,0.0,59.94,98.03,3.13
2017,12,9,30.09,14.8,0.0,57.5,98.03,3.32
2017,12,10,29.19,11.2,0.0,43.19,98.13,2.48
2017,12,11,29.78,11.16,0.0,51.06,98.17,1.84
2017,12,12,30.15,11.77,0.0,59.5,98.21,1.66
2017,12,13,30.6,12.81,0.0,61.19,98.23,2.15
2017,12,14,30.67,14.03,0.0,60.88,98.31,2.37
2017,12,15,30.69,14.15,0.0,61.38,98.42,2.64
2017,12,16,30.21,14.5,0.0,63.25,98.55,2.19
2017,12,17,29.52,14.82,0.0,62.31,98.64,2.33
2017,12,18,29.62,12.48,0.0,43.88,98.6,2.73
2017,12,19,29.55,10.24,0.0,36.5,98.53,2.62
2017,12,20,30.12,10.08,0.0,44.88,98.55,2.75
2017,12,21,27.9,10.4,0.0,50.0,98.57,2.37
2017,12,22,29.6,12.31,0.0,49.38,98.41,2.43
2017,12,23,29.53,13.45,0.0,41.19,98.22,2.38
2017,12,24,29.4,11.9,0.0,45.5,98.17,2.01
2017,12,25,29.93,11.11,0.0,48.56,98.24,2.29
2017,12,26,29.15,9.62,0.0,28.38,98.36,2.84
2017,12,27,29.05,8.63,0.0,32.75,98.33,2.2
2017,12,28,29.74,8.79,0.0,41.44,98.24,2.6
2017,12,29,29.48,10.16,0.0,47.0,98.27,2.55
2017,12,30,29.14,10.83,0.0,46.81,98.24,2.59
2017,12,31,28.99,10.48,0.0,45.88,98.08,2.27
2018,1,1,28.55,10.63,0.0,42.12,97.89,2.4
2018,1,2,27.83,10.98,0.0,45.5,97.93,2.38
2018,1,3,27.82,10.82,0.0,41.25,98.07,2.03
2018,1,4,28.38,9.36,0.0,25.44,98.15,2.41
2018,1,5,28.57,8.77,0.0,40.75,98.05,2.05
2018,1,6,28.15,10.71,0.0,39.38,97.97,1.91
2018,1,7,27.93,11.55,0.0,41.56,98.05,1.88
2018,1,8,28.59,11.05,0.0,45.56,98.21,3.04
2018,1,9,27.87,9.66,0.0,40.44,98.43,2.64
2018,1,10,29.15,9.9,0.0,31.12,98.47,2.14
2018,1,11,30.33,11.18,0.0,23.81,98.33,1.89
2018,1,12,31.82,12.75,0.0,23.5,98.2,2.15
2018,1,13,31.63,14.33,0.0,23.62,98.19,3.14
2018,1,14,31.29,14.52,0.0,33.12,98.24,2.08
2018,1,15,31.84,16.09,0.0,36.5,98.2,2.01
2018,1,16,31.67,12.99,0.0,26.25,98.08,2.65
2018,1,17,31.41,10.87,0.0,29.81,98.07,2.6
2018,1,18,30.77,11.43,0.0,21.0,98.17,2.88
2018,1,19,30.89,9.98,0.0,25.12,98.24,2.45
2018,1,20,31.37,10.98,0.0,25.0,98.15,1.52
2018,1,21,31.3,12.45,0.0,28.12,98.05,1.87
2018,1,22,30.48,11.23,0.0,36.12,97.93,2.38
2018,1,23,30.86,12.22,0.0,38.5,97.78,2.5
2018,1,24,31.05,14.26,0.0,31.44,97.82,2.84
2018,1,25,29.4,10.32,0.0,15.75,97.88,2.48
2018,1,26,29.83,9.22,0.0,15.06,97.94,2.32
2018,1,27,30.21,9.11,0.0,21.19,97.97,2.62
2018,1,28,30.91,9.63,0.0,25.69,98.06,2.32
2018,1,29,31.37,10.62,0.0,23.44,98.23,2.45
2018,1,30,32.52,11.86,0.0,20.5,98.21,2.39
2018,1,31,33.66,14.16,0.0,18.5,98.15,2.47
2018,2,1,33.24,12.56,0.0,18.44,98.11,2.1
2018,2,2,33.62,12.84,0.0,17.5,98.0,1.76
2018,2,3,33.26,14.05,0.0,21.5,98.01,1.83
2018,2,4,33.31,16.35,0.0,23.06,98.04,1.75
2018,2,5,33.36,17.34,0.0,29.06,98.26,1.66
2018,2,6,32.32,16.62,0.0,33.44,98.23,1.33
2018,2,7,32.25,19.49,0.0,32.81,98.06,1.88
2018,2,8,33.26,15.5,0.0,35.12,97.91,2.35
2018,2,9,33.71,18.4,0.0,26.5,97.85,2.11
2018,2,10,30.92,17.42,0.0,28.19,98.11,3.32
2018,2,11,33.12,15.51,5.13,44.5,98.13,3.48
2018,2,12,31.19,19.23,9.85,59.5,98.33,2.59
2018,2,13,29.5,17.53,5.84,68.19,98.54,2.52
2018,2,14,29.5,16.42,0.88,67.12,98.7,3.09
2018,2,15,29.94,12.5,0.0,44.94,98.67,2.7
2018,2,16,30.88,11.83,0.0,42.94,98.48,2.55
2018,2,17,31.65,12.85,0.0,44.12,98.07,2.08
2018,2,18,32.69,14.48,0.0,39.88,97.93,1.88
2018,2,19,33.44,15.19,0.0,39.5,97.96,2.02
2018,2,20,33.68,16.57,0.0,41.12,97.97,2.33
2018,2,21,33.93,16.98,0.0,38.94,97.86,2.45
2018,2,22,34.35,18.19,0.0,33.56,97.79,1.99
2018,2,23,35.31,18.43,0.0,31.06,97.85,2.51
2018,2,24,35.8,19.28,0.0,32.06,98.02,2.52
2018,2,25,36.64,20.2,0.05,30.88,98.08,1.83
2018,2,26,36.44,21.85,0.05,31.06,97.98,2.46
2018,2,27,37.01,18.27,0.0,23.94,97.95,3.16
2018,2,28,37.32,16.81,0.0,21.12,97.93,2.62
2018,3,1,37.38,18.13,0.0,25.12,97.83,2.04
2018,3,2,38.13,21.54,0.0,23.38,97.73,1.41
2018,3,3,38.23,22.8,0.0,22.56,97.6,1.6
2018,3,4,37.84,20.55,0.0,23.0,97.63,2.15
2018,3,5,37.84,21.73,0.0,22.5,97.73,1.99
2018,3,6,37.01,21.26,0.0,26.38,97.88,2.4
2018,3,7,37.38,20.05,0.0,23.81,97.87,2.73
2018,3,8,37.78,21.28,0.04,24.5,97.9,3.72
2018,3,9,36.44,21.3,0.01,24.94,97.97,3.27
2018,3,10,38.15,20.75,0.0,25.0,97.89,1.91
2018,3,11,35.8,22.9,0.1,29.31,97.95,3.16
2018,3,12,37.93,22.12,0.0,30.0,97.92,2.39
2018,3,13,38.73,21.64,0.0,25.06,97.87,2.65
2018,3,14,39.69,22.91,0.0,22.94,97.69,2.12
2018,3,15,38.33,24.73,0.09,24.25,97.67,2.98
2018,3,16,35.7,23.11,2.34,35.88,97.75,3.3
2018,3,17,35.83,18.8,0.1,42.06,97.84,2.37
2018,3,18,37.02,22.0,0.0,29.69,97.91,1.68
2018,3,19,38.4,21.96,0.0,24.31,97.98,3.33
2018,3,20,37.52,22.74,0.0,22.06,97.81,2.0
2018,3,21,38.85,25.03,0.0,25.5,97.61,2.1
2018,3,22,39.19,21.45,0.0,18.38,97.52,3.93
2018,3,23,38.51,20.44,0.0,16.75,97.6,3.15
2018,3,24,39.27,21.04,0.0,16.94,97.82,3.42
2018,3,25,38.64,20.95,0.0,16.06,98.01,3.5
2018,3,26,40.08,21.19,0.0,12.62,97.96,2.67
2018,3,27,40.01,20.4,0.0,11.75,97.73,1.84
2018,3,28,40.32,24.34,0.0,11.94,97.59,1.78
2018,3,29,42.41,22.35,0.0,10.62,97.49,1.99
2018,3,30,42.01,21.73,0.0,10.0,97.46,1.84
2018,3,31,42.37,24.44,0.0,9.44,97.39,1.14
2018,4,1,41.23,23.5,0.23,15.56,97.41,2.95
2018,4,2,40.08,20.28,0.0,17.88,97.55,2.03
2018,4,3,41.15,21.12,0.0,28.94,97.52,1.88
2018,4,4,41.64,23.55,0.0,21.06,97.35,1.99
2018,4,5,42.65,24.96,0.0,21.5,97.21,3.08
2018,4,6,39.81,24.32,0.0,19.62,97.38,2.78
2018,4,7,41.63,29.08,0.05,19.5,97.51,2.31
2018,4,8,39.41,25.79,0.17,29.75,97.69,3.49
2018,4,9,40.52,24.62,0.01,29.56,97.68,2.45
2018,4,10,40.77,27.2,2.54,29.0,97.59,2.41
2018,4,11,39.64,26.15,3.4,36.31,97.61,2.18
2018,4,12,39.9,25.42,0.32,33.75,97.5,2.04
2018,4,13,40.13,24.74,4.36,36.75,97.56,2.72
2018,4,14,39.98,27.95,2.36,38.62,97.5,3.47
2018,4,15,39.38,25.62,5.84,48.81,97.59,4.38
2018,4,16,40.3,24.4,0.06,45.44,97.66,2.21
2018,4,17,43.12,25.31,0.0,34.56,97.61,2.99
2018,4,18,43.98,26.62,0.0,24.31,97.47,2.54
2018,4,19,43.2,23.79,0.0,17.38,97.28,2.31
2018,4,20,44.48,24.93,0.0,17.69,97.23,3.3
2018,4,21,43.43,26.93,0.0,17.38,97.34,4.38
2018,4,22,43.14,25.39,0.0,18.06,97.4,1.86
2018,4,23,42.69,26.05,0.0,17.62,97.42,2.56
2018,4,24,42.79,24.43,0.0,11.0,97.45,2.67
2018,4,25,42.37,23.5,0.0,14.19,97.4,1.95
2018,4,26,43.55,27.21,0.0,13.19,97.27,1.68
2018,4,27,44.13,25.65,0.0,12.12,97.39,3.08
2018,4,28,44.83,26.4,0.0,19.0,97.37,3.32
2018,4,29,46.19,29.39,0.0,17.0,97.15,3.52
2018,4,30,45.87,27.99,0.0,15.31,97.03,4.0
2018,5,1,44.93,30.3,0.0,18.25,97.19,2.65
2018,5,2,45.82,29.64,0.02,17.69,97.18,2.99
2018,5,3,43.26,29.97,0.8,29.56,97.37,4.08
2018,5,4,42.87,28.42,1.03,32.69,97.44,3.84
2018,5,5,44.33,29.98,0.0,25.94,97.39,3.54
2018,5,6,45.37,30.11,1.25,25.06,97.4,4.55
2018,5,7,44.2,31.21,0.74,22.12,97.3,2.93
2018,5,8,45.19,28.69,0.0,17.12,97.22,4.26
2018,5,9,44.45,28.08,0.0,16.5,97.33,3.16
2018,5,10,43.89,28.31,0.0,22.5,97.45,3.36
2018,5,11,44.96,29.78,0.0,22.5,97.28,2.8
2018,5,12,45.29,32.04,0.0,23.62,97.19,4.29
2018,5,13,44.58,30.65,0.16,22.44,97.21,3.34
2018,5,14,44.26,29.73,0.02,22.19,97.23,3.59
2018,5,15,43.36,29.14,0.49,25.38,97.23,4.66
2018,5,16,43.58,29.93,0.03,23.5,97.13,3.33
2018,5,17,45.15,29.84,0.3,21.44,97.07,3.05
2018,5,18,45.88,30.92,0.0,21.56,96.98,4.34
2018,5,19,46.01,29.61,0.0,15.75,96.93,3.25
2018,5,20,45.58,29.15,0.0,15.88,97.01,1.45
2018,5,21,44.73,31.1,0.02,25.12,97.08,3.38
2018,5,22,44.07,31.9,1.16,30.44,97.16,4.44
2018,5,23,44.76,32.41,0.03,26.12,97.03,4.09
2018,5,24,45.85,31.59,0.0,25.44,96.87,4.77
2018,5,25,46.08,28.95,0.0,24.88,96.87,3.08
2018,5,26,44.78,30.71,11.71,32.94,96.95,3.89
2018,5,27,39.51,28.15,9.85,50.69,97.02,3.73
2018,5,28,43.86,27.15,0.0,45.75,96.71,4.0
2018,5,29,45.23,27.95,0.0,33.19,96.6,3.95
2018,5,30,45.57,29.22,0.42,30.19,96.68,3.69
2018,5,31,43.87,31.41,2.53,36.56,96.93,3.02
2018,6,1,41.31,28.76,8.65,48.25,97.12,4.04
2018,6,2,38.58,26.5,1.36,60.94,97.24,4.37
2018,6,3,41.55,26.06,2.68,51.56,96.96,3.8
2018,6,4,41.08,27.44,9.76,50.44,96.79,4.3
2018,6,5,40.84,26.69,3.23,52.38,96.92,3.02
2018,6,6,38.53,27.19,4.03,57.69,97.12,2.31
2018,6,7,36.79,27.01,6.87,65.81,96.85,3.41
2018,6,8,35.9,26.59,7.01,70.88,96.7,4.28
2018,6,9,32.7,26.4,20.68,76.75,96.57,3.71
2018,6,10,32.08,26.02,38.27,82.44,96.58,4.1
2018,6,11,33.24,25.71,13.32,77.81,96.66,5.03
2018,6,12,35.67,26.25,0.83,68.88,96.63,6.34
2018,6,13,37.96,25.17,0.01,63.62,96.72,5.32
2018,6,14,38.74,26.23,0.0,58.94,96.86,5.25
2018,6,15,38.4,25.54,0.05,54.44,97.01,5.21
2018,6,16,38.73,26.48,0.06,54.44,97.13,5.68
2018,6,17,37.58,25.99,0.0,54.38,97.1,5.21
2018,6,18,35.48,25.17,16.69,67.88,97.0,3.85
2018,6,19,35.62,25.27,8.8,68.0,96.98,2.49
2018,6,20,36.25,26.32,1.32,66.56,97.0,2.13
2018,6,21,34.98,25.37,11.58,73.19,97.05,2.46
2018,6,22,33.55,26.05,1.51,75.06,97.07,2.51
2018,6,23,35.05,24.79,0.74,69.56,97.02,2.36
2018,6,24,35.4,25.07,1.45,69.0,97.0,3.82
2018,6,25,34.87,25.27,0.44,69.38,96.85,4.2
2018,6,26,31.84,25.23,3.41,76.31,96.76,5.02
2018,6,27,30.83,24.41,14.25,81.0,96.7,4.92
2018,6,28,27.84,23.52,55.89,88.19,96.86,4.84
2018,6,29,32.6,22.8,5.21,77.0,97.07,3.16
2018,6,30,33.25,23.72,4.12,73.62,97.18,2.76
2018,7,1,32.98,24.51,9.42,76.0,97.18,2.77
2018,7,2,31.58,24.12,2.34,77.44,97.12,2.42
2018,7,3,30.89,24.55,9.66,81.94,97.07,4.89
2018,7,4,30.38,23.42,9.7,82.94,97.11,5.12
2018,7,5,29.8,23.86,18.48,86.19,97.05,4.34
2018,7,6,27.69,24.2,109.99,93.25,96.87,4.39
2018,7,7,32.53,25.01,22.48,81.88,96.74,2.55
2018,7,8,32.26,25.44,37.07,85.12,96.62,3.73
2018,7,9,31.25,25.23,12.3,86.94,96.56,5.31
2018,7,10,29.61,23.59,14.39,87.19,96.68,6.29
2018,7,11,30.37,23.39,22.19,88.12,96.65,5.84
2018,7,12,30.05,23.73,11.38,87.94,96.61,6.55
2018,7,13,30.41,23.08,4.29,84.62,96.7,5.83
2018,7,14,29.25,23.52,7.04,86.75,96.69,4.59
2018,7,15,31.15,23.84,7.57,84.44,96.56,3.76
2018,7,16,30.12,24.58,38.98,89.94,96.47,4.62
2018,7,17,27.9,24.06,10.47,89.38,96.59,6.99
2018,7,18,28.03,24.0,2.95,88.56,96.77,5.69
2018,7,19,28.21,23.74,0.61,88.06,96.82,4.9
2018,7,20,27.69,24.24,0.44,89.81,96.81,4.7
2018,7,21,29.9,23.99,6.43,87.31,96.89,5.08
2018,7,22,28.74,23.87,20.31,89.81,96.85,5.62
2018,7,23,28.87,22.73,12.54,87.44,96.82,6.56
2018,7,24,30.85,23.19,0.44,82.75,96.99,5.58
2018,7,25,30.39,23.58,1.64,84.81,97.06,5.56
2018,7,26,28.73,23.76,2.04,87.44,97.13,4.9
2018,7,27,30.73,23.23,3.15,83.62,97.12,4.27
2018,7,28,30.87,23.07,1.45,82.62,97.12,3.63
2018,7,29,31.1,23.47,0.27,82.44,97.03,3.76
2018,7,30,30.02,23.62,0.02,83.5,97.03,3.97
2018,7,31,31.03,23.48,0.01,81.12,97.01,4.49
2018,8,1,30.33,23.47,0.14,83.06,97.08,4.15
2018,8,2,30.88,23.76,0.16,82.31,97.23,4.16
2018,8,3,31.15,23.69,0.07,81.75,97.29,4.27
2018,8,4,31.7,23.57,0.0,80.56,97.23,4.41
2018,8,5,31.36,23.68,1.0,81.5,97.18,4.43
2018,8,6,30.79,23.94,1.72,81.81,97.01,4.55
2018,8,7,30.62,23.24,2.1,83.56,96.86,4.83
2018,8,8,26.8,23.35,4.46,89.69,96.77,6.09
2018,8,9,31.37,22.89,3.48,82.31,97.06,5.05
2018,8,10,30.65,23.3,3.87,84.12,97.17,5.09
2018,8,11,28.05,23.7,10.92,89.12,96.98,5.99
2018,8,12,28.87,23.71,6.27,88.25,96.82,4.9
2018,8,13,31.33,23.51,4.09,83.44,96.88,3.51
2018,8,14,30.62,24.14,2.04,85.31,96.81,3.28
2018,8,15,30.06,24.38,40.59,88.75,96.73,3.38
2018,8,16,30.71,25.12,21.59,88.88,96.44,4.03
2018,8,17,31.61,24.48,5.7,85.94,96.46,3.52
2018,8,18,31.02,22.86,3.83,85.31,96.77,4.66
2018,8,19,30.71,23.65,4.71,87.19,96.84,4.07
2018,8,20,27.25,23.12,48.75,93.06,96.78,5.29
2018,8,21,28.77,22.71,18.9,89.06,96.72,6.9
2018,8,22,30.23,22.57,1.13,85.56,97.03,5.92
2018,8,23,29.55,23.44,0.96,87.25,97.15,5.12
2018,8,24,30.26,22.98,1.1,85.12,97.2,4.75
2018,8,25,29.76,23.23,0.45,86.0,97.17,4.23
2018,8,26,29.45,22.89,9.55,86.38,97.07,4.45
2018,8,27,27.07,23.16,13.18,91.38,97.02,4.75
2018,8,28,25.88,23.08,14.84,93.19,96.97,5.48
2018,8,29,26.98,22.51,4.37,90.19,97.21,4.28
2018,8,30,30.14,22.52,1.9,86.38,97.19,4.13
2018,8,31,27.4,23.26,4.35,91.69,97.21,4.23
2018,9,1,29.26,22.78,4.42,88.06,97.29,4.84
2018,9,2,28.94,22.63,6.97,87.88,97.36,4.05
2018,9,3,30.19,22.7,1.97,85.62,97.37,4.18
2018,9,4,29.99,22.35,1.53,85.62,97.4,4.32
2018,9,5,28.45,21.92,0.5,87.12,97.29,4.82
2018,9,6,26.76,22.29,7.38,91.0,97.18,4.8
2018,9,7,25.95,21.84,17.88,92.06,97.2,5.36
2018,9,8,29.01,21.98,0.12,83.12,97.38,3.43
2018,9,9,29.95,21.36,0.0,80.06,97.62,1.9
2018,9,10,29.76,20.54,0.0,80.25,97.82,2.12
2018,9,11,29.22,21.6,0.0,82.81,97.83,2.33
2018,9,12,30.82,21.74,0.15,83.19,97.62,2.85
2018,9,13,30.12,20.45,0.01,83.06,97.56,2.68
2018,9,14,30.69,20.86,0.0,82.38,97.61,2.38
2018,9,15,30.89,21.65,0.0,80.81,97.67,2.23
2018,9,16,30.64,21.89,0.04,81.81,97.52,2.54
2018,9,17,30.54,22.55,0.9,77.5,97.39,2.06
2018,9,18,31.37,21.42,0.04,77.44,97.41,2.24
2018,9,19,31.45,22.47,0.81,80.88,97.38,2.89
2018,9,20,32.05,22.05,1.69,80.5,97.14,3.87
2018,9,21,29.78,23.52,44.49,89.69,96.72,6.4
2018,9,22,29.29,23.15,6.14,88.69,97.24,6.12
2018,9,23,29.94,22.16,0.67,85.06,97.87,3.48
2018,9,24,30.22,21.27,1.53,83.25,97.87,2.18
2018,9,25,31.01,21.98,0.12,79.69,97.73,1.81
2018,9,26,31.82,22.18,0.0,74.19,97.66,1.55
2018,9,27,31.91,22.11,0.0,71.38,97.7,1.02
2018,9,28,31.85,22.26,0.0,71.25,97.77,1.08
2018,9,29,31.8,21.38,0.0,74.19,97.8,1.91
2018,9,30,31.63,20.87,0.0,71.31,97.78,1.46
2018,10,1,31.8,22.08,0.0,70.31,97.79,1.28
2018,10,2,31.89,21.35,0.0,71.38,97.87,1.2
2018,10,3,31.62,20.9,0.0,71.5,97.85,1.34
2018,10,4,31.04,20.22,0.0,72.75,97.89,1.71
2018,10,5,31.58,20.81,0.26,74.12,97.94,1.73
2018,10,6,32.19,21.29,0.01,73.25,97.9,1.73
2018,10,7,31.37,21.1,0.0,68.38,97.89,1.59
2018,10,8,32.04,21.3,0.0,68.31,97.81,1.55
2018,10,9,32.24,21.26,0.0,66.5,97.68,1.97
2018,10,10,32.04,18.34,0.0,69.38,97.56,2.49
2018,10,11,31.14,18.99,0.0,72.62,97.52,4.41
2018,10,12,31.62,21.01,0.0,76.69,97.65,4.07
2018,10,13,31.46,20.27,0.0,75.56,97.9,1.86
2018,10,14,32.23,19.09,0.0,66.5,97.99,2.05
2018,10,15,31.91,18.72,0.0,62.5,98.11,1.55
2018,10,16,32.31,18.36,0.0,62.81,98.13,1.69
2018,10,17,32.37,19.55,0.0,65.5,98.01,1.52
2018,10,18,32.94,20.46,0.0,66.31,97.94,1.7
2018,10,19,33.61,20.48,0.0,66.62,98.0,1.57
2018,10,20,33.96,20.51,0.0,64.31,98.11,1.62
2018,10,21,33.84,20.88,0.0,66.19,98.14,1.45
2018,10,22,34.57,20.5,0.0,60.25,98.02,1.77
2018,10,23,33.9,17.9,0.0,53.31,98.04,2.12
2018,10,24,33.4,17.12,0.0,56.88,98.09,2.45
2018,10,25,33.7,16.56,0.0,59.06,98.24,2.38
2018,10,26,33.64,17.48,0.0,58.25,98.3,1.37
2018,10,27,33.94,18.4,0.0,56.25,98.26,1.83
2018,10,28,33.11,17.65,0.0,61.31,98.21,2.65
2018,10,29,32.09,15.66,0.0,60.62,98.09,3.27
2018,10,30,31.92,16.41,0.0,66.94,98.04,3.02
2018,10,31,32.45,17.13,0.0,70.81,98.07,3.04
2018,11,1,32.29,18.93,0.0,73.62,98.06,2.91
2018,11,2,33.03,19.58,0.0,71.25,98.02,2.81
2018,11,3,33.51,18.46,0.0,66.5,98.04,1.84
2018,11,4,33.57,20.16,0.0,64.25,98.07,1.67
2018,11,5,32.85,20.13,0.37,63.88,98.05,1.38
2018,11,6,32.19,22.32,0.24,66.69,98.08,1.23
2018,11,7,32.76,17.08,0.0,52.69,98.14,2.15
2018,11,8,33.26,16.13,0.0,53.38,98.06,1.97
2018,11,9,33.24,14.9,0.0,47.0,97.98,2.17
2018,11,10,33.2,14.08,0.0,47.69,98.06,2.49
2018,11,11,32.74,13.48,0.0,46.69,98.15,2.48
2018,11,12,32.58,13.4,0.0,48.25,98.06,2.09
2018,11,13,33.52,15.65,0.0,46.19,97.86,1.7
2018,11,14,33.24,14.77,0.0,53.25,97.89,1.94
2018,11,15,33.69,15.32,0.0,52.38,98.08,2.16
2018,11,16,34.16,16.44,0.0,45.44,98.06,1.14
2018,11,17,33.48,15.94,0.0,45.94,98.0,1.95
2018,11,18,33.76,16.16,0.0,49.25,98.03,1.65
2018,11,19,34.05,17.31,0.0,50.81,98.19,1.64
2018,11,20,33.88,19.64,0.0,51.75,98.23,1.84
2018,11,21,32.83,17.93,0.0,50.31,98.26,2.3
2018,11,22,31.01,17.47,0.0,56.12,98.36,2.38
2018,11,23,32.93,15.62,0.0,49.94,98.44,2.33
2018,11,24,32.33,15.65,0.0,43.25,98.44,1.96
2018,11,25,31.94,13.9,0.0,39.19,98.35,1.92
2018,11,26,32.12,13.33,0.0,37.75,98.19,1.84
2018,11,27,31.66,12.81,0.0,42.38,98.27,2.4
2018,11,28,30.8,13.61,0.0,52.44,98.32,2.3
2018,11,29,31.09,14.42,0.0,53.25,98.41,1.88
2018,11,30,31.07,14.82,0.0,52.25,98.38,1.62
2018,12,1,30.52,14.55,0.0,50.81,98.21,1.76
2018,12,2,30.38,14.46,0.0,55.12,98.07,2.0
2018,12,3,30.25,14.4,0.0,52.25,98.16,2.16
2018,12,4,30.03,15.23,0.0,53.31,98.29,2.39
2018,12,5,28.83,17.24,0.0,53.62,98.14,1.91
2018,12,6,30.08,14.99,0.0,54.75,98.0,1.76
2018,12,7,31.02,16.02,0.0,48.69,98.02,1.8
2018,12,8,30.62,15.76,0.03,51.38,98.13,2.5
2018,12,9,30.12,16.6,1.37,61.69,98.04,2.1
2018,12,10,30.09,17.52,6.5,66.44,97.91,2.63
2018,12,11,29.89,15.57,0.03,58.94,98.01,1.86
2018,12,12,29.65,12.58,0.0,53.62,98.18,2.31
2018,12,13,28.66,14.27,0.0,53.88,98.33,2.0
2018,12,14,28.67,13.86,0.01,55.44,98.49,3.73
2018,12,15,28.06,12.57,0.0,51.44,98.55,3.92
2018,12,16,27.26,11.12,0.01,49.75,98.55,4.45
2018,12,17,20.49,14.92,7.58,71.81,98.41,4.27
2018,12,18,26.53,12.61,0.24,68.94,98.33,3.24
2018,12,19,26.15,9.96,0.0,64.38,98.45,2.4
2018,12,20,26.75,9.33,0.0,56.88,98.42,2.34
2018,12,21,28.05,9.2,0.0,51.0,98.33,2.41
2018,12,22,27.79,8.45,0.0,53.06,98.33,2.84
2018,12,23,28.01,8.22,0.0,52.75,98.38,2.61
2018,12,24,28.7,9.05,0.0,47.44,98.28,2.3
2018,12,25,29.86,10.49,0.0,48.06,98.2,1.97
2018,12,26,29.78,12.09,0.0,50.31,98.07,2.52
2018,12,27,27.9,11.39,0.0,35.5,98.11,3.77
2018,12,28,25.98,8.38,0.0,29.44,98.3,3.05
2018,12,29,25.39,5.99,0.0,29.25,98.55,3.23
2018,12,30,26.26,5.86,0.0,31.12,98.69,2.45
2018,12,31,27.21,6.14,0.0,27.31,98.69,2.3
2019,1,1,29.17,8.46,0.0,27.88,98.63,2.17
2019,1,2,30.43,9.23,0.0,31.44,98.56,1.8
2019,1,3,29.54,10.74,0.0,30.12,98.63,1.55
2019,1,4,29.46,9.82,0.0,35.06,98.59,2.8
2019,1,5,28.92,9.65,0.0,42.56,98.41,2.27
2019,1,6,29.31,10.53,0.0,43.88,98.26,2.3
2019,1,7,28.98,12.58,0.0,35.0,98.29,2.45
2019,1,8,27.18,8.75,0.0,33.0,98.33,2.61
2019,1,9,27.98,8.8,0.0,30.12,98.32,2.23
2019,1,10,28.13,9.3,0.0,34.25,98.3,2.64
2019,1,11,28.22,9.3,0.0,41.94,98.33,2.3
2019,1,12,28.76,10.46,0.0,46.56,98.26,2.74
2019,1,13,28.67,12.37,0.0,50.5,98.3,2.01
